ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,ADIT_DC,UPDT_DT,REGIST_DT
KCDCIO22N000002521,체육시설,체육시설_장애인,전국장애인체육진흥회,41,경기도,41220,평택시,4122011100,,4.12204E+11,경기도 평택시 오리곡길 58(독곡동),경기도 평택시 독곡동 131,"58 Origok-gil, Pyeongtaek-si, Gyeonggi-do",4122011100,,4.12201E+24,031-647-6441,17719,,37.0852767,127.0711849,공공데이터,,20230207,20230207
KCDCIO22N000002522,체육시설,체육시설_장애인,부천시체육회,41,경기도,41190,부천시,4119010300,,4.11903E+11,경기도 부천시 소사로 482(춘의동),경기도 부천시 춘의동 8 부천시춘의동체육공원,"482 Sosa-ro, Bucheon-si, Gyeonggi-do",4119010300,부천시춘의동체육공원,4.11951E+24,,14655,,37.5025382,126.7990466,공공데이터,,20230207,20230207
KCDCIO22N000002523,체육시설,체육시설_장애인,춘천장애인스포츠센터,42,강원도,42110,춘천시,4211011700,,4.21103E+11,강원도 춘천시 평화로 26(근화동),강원도 춘천시 근화동 175 춘천꿈자람어린이공원,"26 Pyeonghwa-ro, Chuncheon-si, Gangwon-do",4211011700,춘천꿈자람어린이공원,4.21101E+24,,24242,,37.8853984,127.7214178,공공데이터,,20230207,20230207
KCDCIO22N000002524,체육시설,체육시설_장애인,원주드림체육관,42,강원도,42130,원주시,4213011200,,4.21303E+11,강원도 원주시 현충로 53-1(태장동),강원도 원주시 태장동 809-4 원주드림체육관,"53-1 Hyeonchung-ro, Wonju-si, Gangwon-do",4213011200,원주드림체육관,4.21301E+24,,26326,,37.3605546,127.9536982,공공데이터,,20230207,20230207
KCDCIO22N000002525,체육시설,체육시설_장애인,장애인론볼장,43,충청북도,43130,충주시,4313011200,,4.31303E+11,충청북도 충주시 창현로 1400(용관동),충청북도 충주시 용관동 54-2,"1400 Changhyeon-ro, Chungju-si, Chungcheongbuk-do",4313011200,,4.31301E+24,,27475,,36.9579090,127.8852200,공공데이터,,20230207,20230207
KCDCIO22N000002526,체육시설,체육시설_장애인,장애인 문화예술원 운동장,43,충청북도,43800,단양군,4380025036,기촌리,4.38005E+11,충청북도 단양군 단양읍 기촌2길 3-1,충청북도 단양군 단양읍 기촌리 107,"3-1 Gichon 2-gil, Danyang-eup, Danyang-gun, Chungcheongbuk-do",4380025036,,4.38003E+24,,27024,,36.9812735,128.3992773,공공데이터,,20230207,20230207
KCDCIO22N000002527,체육시설,체육시설_장애인,아산장애인국민체육센터,44,충청남도,44200,아산시,4420010200,,4.42005E+11,충청남도 아산시 곡교천로27번길 33(실옥동),충청남도 아산시 실옥동 368-32 아산시 장애인 체육관,"33 Gokgyocheon-ro 27beon-gil, Asan-si, Chungcheongnam-do",4420010200,아산시 장애인 체육관,4.42001E+24,041-546-1513,31501,,36.7888976,126.9807175,공공데이터,,20230207,20230207
KCDCIO22N000002528,체육시설,체육시설_장애인,홍성군장애인스포츠센터,44,충청남도,44800,홍성군,4480025023,소향리,4.48003E+11,충청남도 홍성군 홍성읍 홍덕서로 78,충청남도 홍성군 홍성읍 소향리 397-118,"78 Hongdeokseo-ro, Hongseong-eup, Hongseong-gun, Chungcheongnam-do",4480025023,,4.48003E+24,041-631-9110,32216,,36.6085196,126.6434739,공공데이터,,20230207,20230207
KCDCIO22N000002529,체육시설,체육시설_장애인,홍성군장애인체육관,44,충청남도,44800,홍성군,4480025023,소향리,4.48003E+11,충청남도 홍성군 홍성읍 홍덕서로 78,충청남도 홍성군 홍성읍 소향리 397-118,"78 Hongdeokseo-ro, Hongseong-eup, Hongseong-gun, Chungcheongnam-do",4480025023,,4.48003E+24,,32216,,36.6059801,126.6464653,공공데이터,,20230207,20230207
KCDCIO22N000002530,체육시설,체육시설_장애인,서천군장애인체력단련실,44,충청남도,44770,서천군,4477025321,군사리,4.47705E+11,충청남도 서천군 서천읍 충절로81번길 7,충청남도 서천군 서천읍 군사리 649-2 청림주상복합빌딩,"7 Chungjeol-ro 81beon-gil, Seocheon-eup, Seocheon-gun, Chungcheongnam-do",4477025321,청림주상복합빌딩,4.47703E+24,,33646,,36.0747234,126.6914698,공공데이터,,20230207,20230207
KCDCIO22N000002531,체육시설,체육시설_장애인,구미시장애인체육관,47,경상북도,47190,구미시,4719010900,,4.71903E+11,경상북도 구미시 공원로 340(형곡동),경상북도 구미시 형곡동 692,"340 Gongwon-ro, Gumi-si, Gyeongsangbuk-do",4719010900,,4.71901E+24,054-451-7976,39319,,36.1055255,128.3300549,공공데이터,,20230207,20230207
KCDCIO22N000002532,체육시설,체육시설_장애인,경주시장애인체육관,47,경상북도,47130,경주시,4713012400,,4.71305E+11,경상북도 경주시 유림로5번길 99-11(황성동),경상북도 경주시 황성동 792-1 경주장애인종합복지관/경주장애인체육관,"99-11 Yurim-ro 5beon-gil, Gyeongju-si, Gyeongsangbuk-do",4713012400,경주장애인종합복지관/경주장애인체육관,4.71301E+24,,38069,,35.8802053,129.2182915,공공데이터,,20230207,20230207
KCDCIO22N000002533,체육시설,체육시설_장애인,상주시장애인종합복지관 체육관,47,경상북도,47250,상주시,4725013300,,4.72505E+11,경상북도 상주시 만산8길 11(만산동),경상북도 상주시 만산동 60-2,"11 Mansan 8-gil, Sangju-si, Gyeongsangbuk-do",4725013300,,4.72501E+24,054-534-6933,37161,,36.4423112,128.1548738,공공데이터,,20230207,20230207
KCDCIO22N000002534,체육시설,체육시설_장애인,사천시 장애인국민체육센터,48,경상남도,48240,사천시,4824033032,덕곡리,4.82403E+11,경상남도 사천시 용현면 진삼로 449,경상남도 사천시 용현면 덕곡리 536-17 사천시 장애인 국민체육센터,"449 Jinsam-ro, Yonghyeon-myeon, Sacheon-si, Gyeongsangnam-do",4824033032,사천시 장애인 국민체육센터,4.82403E+24,,52539,,34.9970253,128.0596926,공공데이터,,20230207,20230207
KCDCIO22N000002535,체육시설,체육시설_장애인,군산장애인체육관,45,전라북도,45130,군산시,4513037021,성덕리,4.51303E+11,전라북도 군산시 성산면 강변로 459,전라북도 군산시 성산면 성덕리 461-7,"459 Gangbyeon-ro, Seongsan-myeon, Gunsan-si, Jeollabuk-do",4513037021,,4.51304E+24,,54042,,36.0100209,126.7582182,공공데이터,,20230207,20230207
KCDCIO22N000002536,체육시설,체육시설_장애인,전라북도장애인양궁협회훈련장,45,전라북도,45113,전주시 덕진구,4511313100,,4.51133E+11,전라북도 전주시 덕진구 온고을로 363-31(만성동),전라북도 전주시 덕진구 만성동 산46,"363-31 Ongoeul-ro, Deokjin-gu, Jeonju-si, Jeollabuk-do",4511313100,,4.51131E+24,,54876,,35.8430900,127.0894490,공공데이터,,20230207,20230207
KCDCIO22N000002537,체육시설,체육시설_장애인,김제시장애인체육관,45,전라북도,45210,김제시,4521010700,,4.52105E+11,전라북도 김제시 갈공길 32(서암동),전라북도 김제시 서암동 514-1,"32 Galgong-gil, Gimje-si, Jeollabuk-do",4521010700,,4.52101E+24,,54370,,35.8052483,126.8712439,공공데이터,,20230207,20230207
KCDCIO22N000002538,체육시설,체육시설_장애인,정읍시장애인체육관,45,전라북도,45180,정읍시,4518010100,,4.51803E+11,전라북도 정읍시 수성5로 41-9(수성동),전라북도 정읍시 수성동 1013-8 정읍시장애인체육관,"41-9 Suseong 5-ro, Jeongeup-si, Jeollabuk-do",4518010100,정읍시장애인체육관,4.51801E+24,,56172,,35.5848918,126.8605731,공공데이터,,20230207,20230207
KCDCIO22N000002539,체육시설,체육시설_장애인,장애인국민체육센터,46,전라남도,46130,여수시,4613012100,,4.61305E+11,전라남도 여수시 진남체육관길 74(오림동),전라남도 여수시 오림동 104 진남경기장,"74 Jinnamcheyukgwan-gil, Yeosu-si, Jeollanam-do",4613012100,진남경기장,4.61301E+24,,59715,,34.7618009,127.7218164,공공데이터,,20230207,20230207
KCDCIO22N000002540,체육시설,체육시설_장애인,여수시 장애인국민체육센터,46,전라남도,46130,여수시,4613012100,,4.61305E+11,전라남도 여수시 내동1길 2(오림동),전라남도 여수시 오림동 661 진남수영장,"2 Naedong 1-gil, Yeosu-si, Jeollanam-do",4613012100,진남수영장,4.61301E+24,061-655-0888,59715,,34.7621410,127.7210024,공공데이터,,20230207,20230207
KCDCIO22N000002541,체육시설,체육시설_장애인,제주장애인스포츠센터,50,제주특별자치도,50110,제주시,5011012300,,5.01105E+11,제주특별자치도 제주시 통물길 72(외도일동),제주특별자치도 제주시 외도일동 173-1 제주장애인스포츠센터,"72 Tongmul-gil, Jeju-si, Jeju-do",5011012300,제주장애인스포츠센터,5.01101E+24,064-797-7800,63071,,33.4864842,126.4368844,공공데이터,,20230207,20230207
KCDCIO22N000002542,무장애장소,무장애장소_실내,한국학생점자도서관,11,서울특별시,11110,종로구,1111010100,,1.11103E+11,서울특별시 종로구 자하문로 131-1(청운동),서울특별시 종로구 청운동 40-3 효명빌딩,"131-1 Jahamun-ro, Jongno-gu, Seoul",1111010100,효명빌딩,1.11101E+24,02-880-0610,03031,,37.5874314,126.9690452,공공데이터,,20230207,20230207
KCDCIO22N000002543,무장애장소,무장애장소_실내,영광시각장애인 모바일점자도서관,11,서울특별시,11410,서대문구,1141011100,,1.14103E+11,서울특별시 서대문구 세검정로 78-19(홍제동),서울특별시 서대문구 홍제동 279-30,"78-19 Segeomjeong-ro, Seodaemun-gu, Seoul",1141011100,,1.14101E+24,02-393-4568,03618,,37.5951874,126.9490268,공공데이터,,20230207,20230207
KCDCIO22N000002544,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002545,무장애장소,무장애장소_실내,한국시각장애인연합회 서울지부 서대문구지회,11,서울특별시,11410,서대문구,1141011000,,1.14103E+11,서울특별시 서대문구 북아현로 26-10(북아현동),서울특별시 서대문구 북아현동 129-15,"26-10 Bugahyeon-ro, Seodaemun-gu, Seoul",1141011000,,1.14101E+24,,03756,,37.5598031,126.9569554,공공데이터,,20230207,20230207
KCDCIO22N000002546,무장애장소,무장애장소_실내,한국학생점자도서관,11,서울특별시,11110,종로구,1111010100,,1.11103E+11,서울특별시 종로구 자하문로 131-1(청운동),서울특별시 종로구 청운동 40-3 효명빌딩,"131-1 Jahamun-ro, Jongno-gu, Seoul",1111010100,효명빌딩,1.11101E+24,02-880-0610,03031,,37.5874314,126.9690452,공공데이터,,20230207,20230207
KCDCIO22N000002547,무장애장소,무장애장소_실내,영광시각장애인 모바일점자도서관,11,서울특별시,11410,서대문구,1141011100,,1.14103E+11,서울특별시 서대문구 세검정로 78-19(홍제동),서울특별시 서대문구 홍제동 279-30,"78-19 Segeomjeong-ro, Seodaemun-gu, Seoul",1141011100,,1.14101E+24,02-393-4568,03618,,37.5951874,126.9490268,공공데이터,,20230207,20230207
KCDCIO22N000002548,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002549,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002550,무장애장소,무장애장소_실내,한국시각장애인연합회 서울지부 서대문구지회,11,서울특별시,11410,서대문구,1141011000,,1.14103E+11,서울특별시 서대문구 북아현로 26-10(북아현동),서울특별시 서대문구 북아현동 129-15,"26-10 Bugahyeon-ro, Seodaemun-gu, Seoul",1141011000,,1.14101E+24,,03756,,37.5598031,126.9569554,공공데이터,,20230207,20230207
KCDCIO22N000002551,무장애장소,무장애장소_실내,한국학생점자도서관,11,서울특별시,11110,종로구,1111010100,,1.11103E+11,서울특별시 종로구 자하문로 131-1(청운동),서울특별시 종로구 청운동 40-3 효명빌딩,"131-1 Jahamun-ro, Jongno-gu, Seoul",1111010100,효명빌딩,1.11101E+24,02-880-0610,03031,,37.5874314,126.9690452,공공데이터,,20230207,20230207
KCDCIO22N000002552,무장애장소,무장애장소_실내,실로암점자도서관,11,서울특별시,11620,관악구,1162010100,,1.16202E+11,서울특별시 관악구 남부순환로 1717(봉천동),서울특별시 관악구 봉천동 931-7 실로암시각장애인복지관,"1717 Nambusunhwan-ro, Gwanak-gu, Seoul",1162010100,실로암시각장애인복지관,1.16201E+24,,08757,,37.4829480,126.9411254,공공데이터,,20230207,20230207
KCDCIO22N000002553,무장애장소,무장애장소_실내,영광시각장애인 모바일점자도서관,11,서울특별시,11410,서대문구,1141011100,,1.14103E+11,서울특별시 서대문구 세검정로 78-19(홍제동),서울특별시 서대문구 홍제동 279-30,"78-19 Segeomjeong-ro, Seodaemun-gu, Seoul",1141011100,,1.14101E+24,02-393-4568,03618,,37.5951874,126.9490268,공공데이터,,20230207,20230207
KCDCIO22N000002554,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002555,무장애장소,무장애장소_실내,한국시각장애인연합회 서울지부 서대문구지회,11,서울특별시,11410,서대문구,1141011000,,1.14103E+11,서울특별시 서대문구 북아현로 26-10(북아현동),서울특별시 서대문구 북아현동 129-15,"26-10 Bugahyeon-ro, Seodaemun-gu, Seoul",1141011000,,1.14101E+24,,03756,,37.5598031,126.9569554,공공데이터,,20230207,20230207
KCDCIO22N000002556,무장애장소,무장애장소_실내,한국학생점자도서관,11,서울특별시,11110,종로구,1111010100,,1.11103E+11,서울특별시 종로구 자하문로 131-1(청운동),서울특별시 종로구 청운동 40-3 효명빌딩,"131-1 Jahamun-ro, Jongno-gu, Seoul",1111010100,효명빌딩,1.11101E+24,02-880-0610,03031,,37.5874314,126.9690452,공공데이터,,20230207,20230207
KCDCIO22N000002557,무장애장소,무장애장소_실내,한국점자도서관,11,서울특별시,11740,강동구,1174010700,,1.17404E+11,서울특별시 강동구 상암로4가길 32(암사동),서울특별시 강동구 암사동 510-23 암사2동새마을문고,"32 Sangam-ro 4ga-gil, Gangdong-gu, Seoul",1174010700,암사2동새마을문고,1.17401E+24,02-3426-7411,05242,,37.5507530,127.1248722,공공데이터,,20230207,20230207
KCDCIO22N000002558,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002559,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002560,무장애장소,무장애장소_실내,한국시각장애인연합회 서울지부 서대문구지회,11,서울특별시,11410,서대문구,1141011000,,1.14103E+11,서울특별시 서대문구 북아현로 26-10(북아현동),서울특별시 서대문구 북아현동 129-15,"26-10 Bugahyeon-ro, Seodaemun-gu, Seoul",1141011000,,1.14101E+24,,03756,,37.5598031,126.9569554,공공데이터,,20230207,20230207
KCDCIO22N000002561,무장애장소,무장애장소_실내,한국점자도서관,11,서울특별시,11740,강동구,1174010700,,1.17404E+11,서울특별시 강동구 상암로4가길 32(암사동),서울특별시 강동구 암사동 510-23 암사2동새마을문고,"32 Sangam-ro 4ga-gil, Gangdong-gu, Seoul",1174010700,암사2동새마을문고,1.17401E+24,02-3426-7411,05242,,37.5507530,127.1248722,공공데이터,,20230207,20230207
KCDCIO22N000002562,무장애장소,무장애장소_실내,하상점자도서관,11,서울특별시,11680,강남구,1168010300,,1.16803E+11,서울특별시 강남구 개포로 613(개포동),서울특별시 강남구 개포동 12-5 하상장애인복지관,"613 Gaepo-ro, Gangnam-gu, Seoul",1168010300,하상장애인복지관,1.16801E+24,,06335,,37.4925831,127.0751700,공공데이터,,20230207,20230207
KCDCIO22N000002563,무장애장소,무장애장소_실내,한국시각장애인복지재단 점자도서관,11,서울특별시,11740,강동구,1174010300,,1.17403E+11,서울특별시 강동구 구천면로 645(상일동),서울특별시 강동구 상일동 126 한국시각장애인복지관,"645 Gucheonmyeon-ro, Gangdong-gu, Seoul",1174010300,한국시각장애인복지관,1.17401E+24,02-440-5200,05275,,37.5511915,127.1692479,공공데이터,,20230207,20230207
KCDCIO22N000002564,무장애장소,무장애장소_실내,한국시각장애인복지관,11,서울특별시,11740,강동구,1174010300,,1.17403E+11,서울특별시 강동구 구천면로 645(상일동),서울특별시 강동구 상일동 126 한국시각장애인복지관,"645 Gucheonmyeon-ro, Gangdong-gu, Seoul",1174010300,한국시각장애인복지관,1.17401E+24,02-440-5200,05275,,37.5511825,127.1692422,공공데이터,,20230207,20230207
KCDCIO22N000002565,무장애장소,무장애장소_실내,한국학생점자도서관,11,서울특별시,11110,종로구,1111010100,,1.11103E+11,서울특별시 종로구 자하문로 131-1(청운동),서울특별시 종로구 청운동 40-3 효명빌딩,"131-1 Jahamun-ro, Jongno-gu, Seoul",1111010100,효명빌딩,1.11101E+24,02-880-0610,03031,,37.5874314,126.9690452,공공데이터,,20230207,20230207
KCDCIO22N000002566,무장애장소,무장애장소_실내,한국점자도서관,11,서울특별시,11740,강동구,1174010700,,1.17404E+11,서울특별시 강동구 상암로4가길 32(암사동),서울특별시 강동구 암사동 510-23 암사2동새마을문고,"32 Sangam-ro 4ga-gil, Gangdong-gu, Seoul",1174010700,암사2동새마을문고,1.17401E+24,02-3426-7411,05242,,37.5507530,127.1248722,공공데이터,,20230207,20230207
KCDCIO22N000002567,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002568,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002569,무장애장소,무장애장소_실내,한국시각장애인연합회 서울지부 서대문구지회,11,서울특별시,11410,서대문구,1141011000,,1.14103E+11,서울특별시 서대문구 북아현로 26-10(북아현동),서울특별시 서대문구 북아현동 129-15,"26-10 Bugahyeon-ro, Seodaemun-gu, Seoul",1141011000,,1.14101E+24,,03756,,37.5598031,126.9569554,공공데이터,,20230207,20230207
KCDCIO22N000002570,무장애장소,무장애장소_실내,서울점자도서관,11,서울특별시,11350,노원구,1135010500,,1.13503E+11,서울특별시 노원구 동일로 1335(상계동),서울특별시 노원구 상계동 763-4 대원빌딩,"1335 Dongil-ro, Nowon-gu, Seoul",1135010500,대원빌딩,1.13501E+24,02-935-9696,01767,,37.6479979,127.0622726,공공데이터,,20230207,20230207
KCDCIO22N000002571,무장애장소,무장애장소_실내,한국점자도서관,11,서울특별시,11740,강동구,1174010700,,1.17404E+11,서울특별시 강동구 상암로4가길 32(암사동),서울특별시 강동구 암사동 510-23 암사2동새마을문고,"32 Sangam-ro 4ga-gil, Gangdong-gu, Seoul",1174010700,암사2동새마을문고,1.17401E+24,02-3426-7411,05242,,37.5507530,127.1248722,공공데이터,,20230207,20230207
KCDCIO22N000002572,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002573,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002574,무장애장소,무장애장소_실내,한국학생점자도서관,11,서울특별시,11110,종로구,1111010100,,1.11103E+11,서울특별시 종로구 자하문로 131-1(청운동),서울특별시 종로구 청운동 40-3 효명빌딩,"131-1 Jahamun-ro, Jongno-gu, Seoul",1111010100,효명빌딩,1.11101E+24,02-880-0610,03031,,37.5874314,126.9690452,공공데이터,,20230207,20230207
KCDCIO22N000002575,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002576,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002577,무장애장소,무장애장소_실내,서울점자도서관,11,서울특별시,11350,노원구,1135010500,,1.13503E+11,서울특별시 노원구 동일로 1335(상계동),서울특별시 노원구 상계동 763-4 대원빌딩,"1335 Dongil-ro, Nowon-gu, Seoul",1135010500,대원빌딩,1.13501E+24,02-935-9696,01767,,37.6479979,127.0622726,공공데이터,,20230207,20230207
KCDCIO22N000002578,무장애장소,무장애장소_실내,한국학생점자도서관,11,서울특별시,11110,종로구,1111010100,,1.11103E+11,서울특별시 종로구 자하문로 131-1(청운동),서울특별시 종로구 청운동 40-3 효명빌딩,"131-1 Jahamun-ro, Jongno-gu, Seoul",1111010100,효명빌딩,1.11101E+24,02-880-0610,03031,,37.5874314,126.9690452,공공데이터,,20230207,20230207
KCDCIO22N000002579,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002580,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002581,무장애장소,무장애장소_실내,서울점자도서관,11,서울특별시,11350,노원구,1135010500,,1.13503E+11,서울특별시 노원구 동일로 1335(상계동),서울특별시 노원구 상계동 763-4 대원빌딩,"1335 Dongil-ro, Nowon-gu, Seoul",1135010500,대원빌딩,1.13501E+24,02-935-9696,01767,,37.6479979,127.0622726,공공데이터,,20230207,20230207
KCDCIO22N000002582,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002583,무장애장소,무장애장소_실내,서울점자도서관,11,서울특별시,11350,노원구,1135010500,,1.13503E+11,서울특별시 노원구 동일로 1335(상계동),서울특별시 노원구 상계동 763-4 대원빌딩,"1335 Dongil-ro, Nowon-gu, Seoul",1135010500,대원빌딩,1.13501E+24,02-935-9696,01767,,37.6479979,127.0622726,공공데이터,,20230207,20230207
KCDCIO22N000002584,무장애장소,무장애장소_실내,강북점자도서실,11,서울특별시,11305,강북구,1130510300,,1.13054E+11,서울특별시 강북구 삼양로73가길 47(수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,"47 Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",1130510300,한빛맹학교,1.13051E+24,02-985-3664,01103,,37.6281123,127.0158416,공공데이터,,20230207,20230207
KCDCIO22N000002585,무장애장소,무장애장소_실내,성북시각장애인복지관 성북점자도서관,11,서울특별시,11290,성북구,1129011900,,1.12904E+11,서울특별시 성북구 동소문로25가길 20(동선동4가),서울특별시 성북구 동선동4가 279-1 성북시각장애인복지관,"20 Dongsomun-ro 25ga-gil, Seongbuk-gu, Seoul",1129011900,성북시각장애인복지관,1.12901E+24,,02829,,37.5953663,127.0191863,공공데이터,,20230207,20230207
KCDCIO22N000002586,무장애장소,무장애장소_실내,영광시각장애인 모바일점자도서관,11,서울특별시,11410,서대문구,1141011100,,1.14103E+11,서울특별시 서대문구 세검정로 78-19(홍제동),서울특별시 서대문구 홍제동 279-30,"78-19 Segeomjeong-ro, Seodaemun-gu, Seoul",1141011100,,1.14101E+24,02-393-4568,03618,,37.5951874,126.9490268,공공데이터,,20230207,20230207
