ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
검도,,경기,동두천시,두드림 장애인 검도,기타장애,매주 수요일 13:00~14:30,
게이트볼,,충북,보은군,2022 보아게이트볼클럽,청각장애,매주 화 오후 1시~3시30분,
게이트볼,,충남,예산군,예산농아인게이트볼클럽,청각장애,매주 화요일 오전 10시,매주 화요일 오전 10시부터 예산공설운동장 게이트볼장에서 진행하는 예산농아인 게이트볼클럽입니다.
게이트볼,,경남,의령군,토요애장애인게이트볼클럽,지체장애,매주 토 오후1시반,토요애 게이트볼 클럽은 장애인들의 사회참여를 유도하며 재활의 의지를 높이기 위한 동아리입니다.  게이트볼 활동으로 활동을 많이 하기 어려운 장애인들의 신진대사를 활성화하며 건강한 신체를 유지하고 삶의 질을 향상시킵니다.  경상남도 의령군에 거주하고 있는 장애인과 장애인을 사랑하는 사람으로 본 동아리가 설립되었으며 장애인들의 친목을 증진시키고 상부상조와 우애를 바탕으로 큰사랑을 나누는 데에 그 목적이 있습니다.  매주 1회 3시간씩 게이트볼장에서 동아리회원들이 친선경기를 가지고 교육도 받고 있습니다. 각종 대회에도 참가하여 수상한 경력도 있으며 장애인들의 활력소로 클럽활동을 진행하고 있습니다.
게이트볼,,경기,군포시,군포시 농아인게이트볼클럽,청각장애,"매주 화,수 10시~12시",농아인분들이 즐겁게 활동 할 수 있는 클럽입니다.
게이트볼,,경남,통영시,한울타리게이트볼,지체장애,매주 평일 13시,"한울타리 게이트볼 동아리는 통영시 북신동 장애인게이트볼장에서 실시되는 동아리로, 각종 대회에 참여하여 수상한 경력이 있으며 지체장애인과 뇌병변 장애인, 비장애인이 함께 어울려 활동하는 동아리 입니다."
게이트볼,,경남,하동군,하동길벗,청각장애,매주 목요일 9,
게이트볼,,경남,고성군,고성농빛게이트볼,청각장애,매주 목요일,
게이트볼,,대구,수성구,수성게이트볼클럽,지체장애,매주화요일 오전10시,수성장애인주간보호센터를 이용하는 지역 장애인들이 정기적으로 게이트볼운동을 즐기는 클럽입니다.
게이트볼,,충남,서천군,(도비) 산재게이트볼클럽,지체장애,"매주월,10시",
게이트볼,,경남,사천시,사)경남지체장애인협회 사천시지회 한울타리,지체장애,"매주 금,토,일 오후 1시",장애인회원과 비장애인회원이 함께 건전한 생활체육 활동을 합니다.
게이트볼,,경남,진주시,일송게이트볼,지체장애,"수,토 오후1~5시",게이트볼 친목도모
게이트볼,,충남,논산시,(도비)논산시장애인장애인게이트볼클럽,지체장애,매주 화 10:00~12:00,안녕하세요! 논산시장애인게이트볼클럽입니다    논산시민운동장 게이트볼구장에서 매주 화요일 10시~12시까지 진행하고 있으니    많은 관심부탁드립니다!!^^
게이트볼,,광주,남구,진월게이드볼동호클럽,기타장애,매주 월화목 오전9시,기타 일반장애인들이 모여서 운동을하면서 여가를즐기며 즈겁게생활하고있습니다
게이트볼,,경남,창원시진해구,손사랑게이트볼동아리,청각장애,"매주 월, 수, 금 오후 14시",경남 창원시 진해구 지역 내 청각.언어 장애인과 수어통역사들의 어울림 게이트볼 동아리입니다
게이트볼,,경기,의왕시,의왕시장애인게이트볼클럽,지체장애,매주 수 09:30,
게이트볼,,전남,진도군,진도군장애인게이트볼클럽,기타장애,매주 화 오전 10시,진도군장애인게이트볼클럽입니다.
게이트볼,,충남,청양군,(도비)데프게이트볼클럽,청각장애,매주 수 오후 2시,
게이트볼,,경기,구리시,오뚜기클럽,지체장애,매주 화요일 15:00-16:00,
게이트볼,,서울,노원구,노원 데프이글스 게이트볼클럽,청각장애,"매주월~금,오전9시~12시","청각장애인의 건강증진,여가활동,친목도모등을 위한 게이트볼클럽임"
게이트볼,,경기,성남시,성남농아인게이트볼클럽,청각장애,"매주 월, 수, 금 오전10시~12시",
게이트볼,,충남,보령시,정심게이트볼클럽,지적장애,"매주 월,목 오후 15시 30분",안녕하세요. 저희는 지적장애인을 대상으로 하는 정심게이트볼클럽입니다.
게이트볼,,충남,금산군,(군비)2022 금산군 게이트볼 어울림 동호회,지체장애,"매주 수,목 오전 10시",
게이트볼,,경기,광명시,광명시장애인게이트볼클럽,지체장애,금 오전 9시,
게이트볼,,경기,하남시,하남시장애인게이트볼클럽,지체장애,"매주 화,목 오전10시",
게이트볼,,경남,양산시,으랏차차게이트볼,지체장애,오후1-5,우리읏라차차게이트볼은 서로 정보교류와 건강정진을위하여 체육동아리하고있어요
게이트볼,,경남,진주시,남가람게이트볼회,지체장애,"수,토 오후1~3시","게이트볼, 친목도모, 건강증진"
게이트볼,,경남,창원시,마산농아인게이트볼클럽,청각장애,"매주 월,화,수,목 오후 2시",스포츠를 통하여 농아인의 체력 단력 및 사회통합 도모
게이트볼,,경기,안성시,안성맞춤농아게이트볼클럽,청각장애,"매주 화,목  오전10시",
게이트볼,,전북,부안군,지체장애인협회부안군지회,지체장애,"매주 월,수 14시",전북지체장애인협회 부안군지회에서 운영하고 있으며 부안거주 지체장애인이면 누구나 가입할 수 있으며 건강증진 차원에서 결성되었습니다. 게이트볼은 누구나 할 수있는 생활체육으로 정신적 육체적 건강을 추구하는 모임입니다.
게이트볼,,충남,공주시,공주시장애인게이트볼동호회,지체장애,매주 월 오전10시,"매주 월 오전10시에 장애인게이트볼동호회 활동을 진행합니다.  장애인, 비장애인 함께 어울리는 어울림동호회입니다."
게이트볼,,전북,김제시,김제 장애인게이트볼클럽,청각장애,매주 묵 오전 10시,
게이트볼,,서울,마포구,마포지회 게이트볼클럽,지체장애,매주 화 오전 10시,생활체육을 통해 건강 및 체력증진을 위하여 활동을 열심히하고 있으며    코로나-19로 힘든 시간을 극복해 나가고자 함.
게이트볼,,전북,정읍시,정읍,지체장애,"월,금 오후2시",
게이트볼,,경남,고성군,고룡이,지체장애,월수금,
게이트볼,,경기,가평군,가평군하나로게이트볼클럽,지체장애,매주 금 오후 2시,
게이트볼,,경남,사천시,사천농아인게이트볼클럽,청각장애,매주 수 오전10시,
게이트볼,,경남,창원시진해구,진해벚꽃장애인게이트볼동호회,지체장애,매일,
게이트볼,,경기,화성시,화성복지클럽,지체장애,"매주 화, 목 오후 1시",
게이트볼,,경남,통영시,스마일게이트볼,청각장애,매주 2회,통영시 청각ㆍ언어장애인 게이트볼 클럽  스마일게이트볼입니다.
게이트볼,,충남,당진시,(기금)해나루게이트볼,청각장애,"매주 목, 오후2시",
게이트볼,,충남,당진시,(기금)실버게이트볼클럽,지체장애,"매주 수, 오후1시",
게이트볼,,경남,거창군,거창어깨동무게이트볼동호회,청각장애,매주 화 오전9시,
게이트볼,,경남,창원시마산합포구,어울림,지체장애,매주 화요일 10시-15시,어울림은 마산지체장애인협회에서 운영하고 있으며 마산거주 지체장애인이면 누구나 가입할 수 있으며 친목도모  차원에서 결성되었습니다. 게이트볼은 누구나 할 수있는 생활체육으로 정신적 육체적 건강을 추구하는 모임입니다
게이트볼,,서울,강북구,강북보람게이트볼클럽,지체장애,매주토요일 오후2시,강북구에 소재한 게이트볼 동호회입니다
게이트볼,,경남,진주시,진농회게이트볼,청각장애,화 오전 10시,
게이트볼,,경남,산청군,경호게이트볼,지체장애,월 2-3회/오전 10시,
게이트볼,,전북,익산시,게이트볼클럽,지체장애,목 14시,
게이트볼,,서울,송파구,송파 장사모 게이트볼 클럽,기타장애,2시간,
게이트볼,,경남,거제시,거제DEAF게이트볼동아리,청각장애,"매주 화,목 오후1시~","안녕하세요.  거제DEAF게이트볼동아리입니다.  남녀노소가 쉽게 즐길 수 있는 게이트볼을 함께 활동할 동호회원들을  아래와 같이 모집하오니, 관심 있는 분들의 많은 참여 바랍니다^^"
게이트볼,,경남,사천시,울타리,지체장애,"일요일,13:00~16:00",장애인의 건전한 생활체육 활동을 하며 생활체육 게이트볼 대회 참가
게이트볼,,광주,광산구,황룡게이드볼동호인클럽,기타장애,매주 월수금 오후1시,지체.청각 일반장애인 들이 모여서 여가활동및 건강을위하여 매일운동합니다
게이트볼,,경남,합천군,합천농아인게이트볼클럽,청각장애,매주 화 오전 10시,청각·언어장애인의 건전한 생활체육활동을 위한 청각·언어장애게이트볼 동우회
게이트볼,,충남,태안군,(도비)태안군 장애인 어울림 게이트볼클럽,지체장애,매주 화요일 14시,^^
게이트볼,,전북,장수군,2022 전북장애인생활체육 게이트볼클럽(장수),기타장애,"매주수,목 15:00~17:00",
게이트볼,,경남,함안군,함안농게이트볼,청각장애,매주 목요일 오후 2시,함안지역에 거주하는 청각·언어장애인을 위한 게이트볼 동아리입니다.   청각·언어장애인뿐만 아니라 청각·언어장애인과 수어에 관심 있는 분들도 가입 가능합니다.
게이트볼,기타,부산,북구,유벤투스농아인게이트볼클럽,청각장애,매주 화 금 오후2시,본 클럽은 심신을 단련하고 건전한 취미활동과 게이트볼을 통한 상호교류를 목적으로 하는 농아인 클럽입니다^^
게이트볼,,경남,남해군,보물섬장애인동아리(게이트볼),지체장애,매주 목 오후 2시,
게이트볼,,경기,안산시,미래,지적장애,매주 4회 오후4시,발달장애인 청소년부터 노년기까지 남녀노소 생활을 체육을 즐기고 전문선수로 활동할 수있는 기회도 가져본다.
게이트볼,,경남,김해시,느티나무게이트볼동아리,지체장애,매주 월~금 오후2시,장애인들의 체육활동을 통하여 사회참여 윧ㅗ와 게이트봉 활동으로 비장애인과의 친목증진
게이트볼,,경남,함양군,오뚜기,지체장애,매주 화요일 오전10시,
게이트볼,,경남,의령군,의령농게이트볼,청각장애,매주 화요일 오후 2시,의령군 농아인(청각장애인) 게이트볼 모임을 위한 동아리 입니다.    의령내 농아인이시면 누구나 가입 가능합니다.
게이트볼,,경남,창녕군,화왕산장애인게이트볼동호회,지체장애,매주 수.금요일 10:00-12:00,
게이트볼,,경남,밀양시,밀농게이트볼클럽,청각장애,"매주 화,목 오전 9시",
골볼,,전북,김제시,김제 골볼클럽,시각장애,매주 화 오후 2시,
골볼,,충남,아산시,(기금)아산스마트장애인골볼클럽,시각장애,매주 금 10:30~11:30,
기타,,대구,수성구,체력쑥!뉴스포츠쑥! 동촌뉴스포츠클럽,지적장애,매주 수 오전 10시10분,
기타,기타,대구,달서구,대구여성장애인복싱통합클럽,지적장애,화 13:30 - 14:30,
기타,기타,경남,하동군,백발백중,청각장애,매주 수요일 9시,
기타,족구,전북,익산시,족구클럽,청각장애,매주화 19시,
기타,기타,부산,수영구,오션웨이브,기타장애,매주 토일 오전10시,
기타,기타,전북,군산시,2022년 전북장애인생활체육 동력패러글라이딩강습회,지체장애,토요일 09:00~12:00,
기타,,전남,목포시,목포낭만예체능클럽(e스포츠),지체장애,매주 화 10시,
기타,,전남,목포시,목포낭만예체능클럽(골프),지체장애,매주 토 14시,
기타,,전남,목포시,목포그라운드골프클럽,지체장애,매주 목요일 3시~,
기타,,전남,목포시,생활건강스포츠클럽,지체장애,매주 월요일 10시 30분~,
기타,요가,경남,거제시,헬렌켈러요가댄스,청각장애,"매주 토, 일 오후1시",통합장애인 어울림 회원으로 구성되어 요가 댄스 등의 활동을 한다.
기타,,서울,노원구,노원 노장산1 등산클럽,기타장애,매주 화요일 오전11시,"지체,뇌병변, 지적등 혼합 장애인들로  건강한 정신과 몸을 단련하고, 즐거운 삶에 의미를 찾고, 회원 상호간의 친목과 상부상조를 하며, 비장애인들과 접할 수 있는 다양한 기회를 제공하고, 장애인들을 바라보는 그들의 인식을 올바르게 하여 사회통합에 기여하며, 사회화에 대한 의욕을 고취시키고 자활의 의지를 강화해 생활체육클럽 활동을 목적으로 함."
기타,기타,서울,강북구,강북한궁,지체장애,매주 토 오후2시,강북한궁동호회는 장애인의 건강과 여가활동 및 친선을 도모하기 위하여 창립되었습니다. 장애인과 비장애인 모두 참여 가능하며 소통과 화합으로 명랑한 사회 건설에 이바지하기 위해 최선을 다하고자 합니다.
기타,기타,대전,동구,대전 디스크골프 동호회,지적장애,"매주 수,금 11:15~12:00",
기타,뉴스포츠,대전,서구,대전뉴스포츠,지적장애,"매주 목,금 13:30~14:30",성인 발달장애인 (지적장애인 및 자폐성장애인) 20명으로 구성되었으며 건강증진을 위한 활동을 통해 삶의 질을 높이고자 합니다
기타,쇼다운,경남,김해시,김해시각회오리쇼다운,시각장애,매주 화 오전11,
기타,기타,전북,군산시,2022년 전북장애인생활체육 드림점핑클럽(군산),지적장애,매주 금요일 10:00`10:50,
기타,등산,경남,진주시,진주시장애인산악회,지체장애,매주 토요일 오전9시,등산 활동을 통해 장애인들의 정신 건강 과 체력 증진을  목적으로 운영 하고 있습니다 ~^^
기타,뉴스포츠,충남,서산시,차동뉴스포츠클럽,지적장애,매주 목요일 10시,
기타,뉴스포츠,충남,서산시,서산여고뉴스포츠클럽,지적장애,매주 금 13시 30분,
기타,뉴스포츠,충남,서산시,부춘스포츠클럽,지적장애,매주 수 9시,
기타,뉴스포츠,충남,서산시,대철배드민턴클럽,지적장애,매주 수 10시,
기타,헬스,전남,신안군,시각장애인체력증진클럽,시각장애,"매주 토, 17:00~18:00","목포시 및 신안군 지역 시각장애인들의 헬스, 축구등 운동을 지원하는 클럽입니다."
기타,,전남,광양시,광양시통합형다종목동호회,기타장애,월~토 10:00~18:00,"광양시에서 활동하는 배드민턴, 당구, 테니스, 역도, 바둑, 론볼 종목의 통합형다종목동호회입니다."
기타,T-ball,경남,양산시,양산푸른첼린저 티볼팀,지적장애,"매주 화, 10:00~12:00",
기타,필라테스,전남,목포시,목포장애인필라테스동호회,지체장애,"매주 월, 11시",
기타,기타,경남,밀양시,밀양시 시각장애인 한궁 동아리,시각장애,"매주 월,화 오후 2시",안녕하세요.  밀양시 시각장애인 한궁 동아리 입니다.
기타,쇼다운,경남,남해군,소리로치는사람들,시각장애,매주화금 오전10시,
기타,낚시,서울,강북구,강북구장애인낚시동호회,지체장애,매주 토 오후1시,강북구 장애인 낚시 동호회
기타,빙상,경남,창원시,아드미 스케이트 동호회클럽,지적장애,"매주 화,목 오후4~6시","경남지역 장애인들에게 스케이트를 통한 신체발달과 자신감을 향상시키고, 지역사회 유관기관과 협조하여 장애인에 대한 인식을 개선함과 동시에 경남지역 발달장애인과 비장애인들에게 빙상종목 활성화에 이바지하기 위함."
기타,,서울,서초구,버디버디(학생부) 필드골프클럽,지적장애,주1회 택 오후 4시,
기타,,서울,서초구,버디버디(일반클럽) 필드골프클럽,지적장애,주1회 택 오후 7시,
기타,포켓볼,전남,여수시,여수장애인포켓볼동호회,지체장애,매주 토 오후 2시,
기타,쇼다운,충남,공주시,(도비)누림쇼다운동회회,시각장애,매주 목 13:30,
기타,골프,경기,구리시,구리필드골프클럽,지체장애,매주 수요일 18:30-19:30,
기타,기타,대전,중구,쇼다운교실,시각장애,"매주 월,목 오전10시~12시",시각장애인을 위한 운동인 쇼다운입니다.
기타,기타,충남,천안시,(시비)생활체육동호회,지체장애,월~금 9:30~15:00,#NAME?
기타,,충남,천안시,(시비)시각장애인스포츠클럽(쇼다운),시각장애,매주 화 13:00~14:30,
기타,,충북,청주시,2022 데프헬스동호인클럽,청각장애,매주 수 오후 7시~9시,데프헬스 활성화를 통한 회원 상호간의 유대강화 및 친목도모
기타,,충북,제천시,2022년 제천시 JCRC 그라운드골프 클럽,지체장애,매주화  화요일 오후 2시,안녕하세요. 제천시 장애인 그라운드골프 클럽입니다. 많은 관심과 참여 부탁드립니다.
기타,등산,부산,북구,산울림장애인등산클럽,지체장애,매주 토 오전 10시,15개 유형의 장애인들과 남녀 노소 구분없이 매주 토요일 10시경 모여서 재활운동   장애인식 개선을 위해 학생들이나 비장애인들이 봉사 활동을 통하여 서로간의 소통의 장소를 마련해주는 계기가 됨.  장애가 있지만 조금 느리지만 할수있다는 자신감을 부여 성취욕 개선에도 많은 도움이 됨.  10년 넘게 꾸준히 하니 가족처럼 서로를 이해하고 배려하게 됨.
기타,낚시,경남,통영시,통영이순신낚시클럽,기타장애,매주 목 오후 4시,"선원출신 장애인과 비장애인(자원봉사자 및 활동지원사, 보호자 및 가족) 자율적이고 협동적인 자치활동을 통하여 스포츠 정신에 입각한 건설적인 발전을 추구함은 물론 상호간의 상부상조와 친목을 도모하며 장애인의 재활을 목적으로 한다."
기타,기타,대구,달서구,성인장애인 달구벌한궁클럽,지적장애,매주 목요일 오후 2시~3시,누구나 참여할수있는 슐런클럽입니다.   많은 관심부탁드립니다.
기타,기타,경기,안산시,새누리 한궁클럽,지적장애,"매주 목, 오후2시",안산시장애인한궁연맹소속 발달장애인클럽으로서 약 30여명의 발달장애인 회원이 활동 중에 있습니다.
기타,기타,강원,정선군,강원도 정선군 청각장애인 한궁클럽,청각장애,매주 화 오후2시,안녕하세요 강원도 정선군 청각장애인 한궁클럽입니다.
기타,기타,강원,원주시,원주시장애인클라이밍클럽,지적장애,매주 월요일 오후 4시~6시,발달장애인들을 대상으로 생소한 종목인 클라이밍을 통해 생활체육 경험의 기회를 제공하고 신체적 향상을 도모하고자 함.
기타,기타,강원,양양군,한궁동호회,지체장애,매주 목요일 오후2시,
기타,등산,부산,북구,부산어울림장애인트래킹클럽,뇌병변장애,격주토요일,한달에 두번씩 토요일날 에 모여 부산경남 지역을 트래킹하는 단체 임니다
기타,뉴스포츠,경남,양산시,양산정다운한궁동호회,시각장애,"매주 화,금 오후1시",
기타,등산,경기,광주시,광주시 너른고을 한마음회 트레킹단 생활체육클럽,지적장애,"매주 월,화 2시간씩",사)한국장애인부모회 광주시지부는 장애인부모들이 자녀양육 및 재활정보를 교환하며 자녀들이 사회인으로 정당하게 살아갈 수 있는 복지사회를 건설하고 아울러 국가와 지방단체의 힘이 미치지 못하는 부분을 부모들의 힘으로 해결하여 장애인이 불편 없이 생활할 수 있는 환경을 조성하며 장애인에 대한 사회적 편견을 개선하고자 합니다.
기타,쇼다운,대구,달서구,2022 시각장애인 쇼다운클럽,시각장애,매주 금 오후 4시,시각장애인 쇼다운클럽
기타,,서울,은평구,은평 피터팬인라인클럽,지적장애,매주 토 오전 10시~12시,"피터팬인라인클럽은 발달장애인(아동청소년,성인)과 비장애인 형제 및 가족이 인라인스포츠를 기반으로 건강하고 즐겁게 성장하도록 열심히 운동하고 활동하는 단체입니다. 2018년 클럽을 창단하여 쉬지 않고 꾸준히 운동을 매주 하고 있으며, 코로나 시기에 온라인, 오프라인, 소수 순환운동, 개별 및 팀운동을 하며 다양한 방식으로 클럽을 운영하였으며, 자체대회 및 스페셜대회에도 출전하여 발달장애인의 의미있는 스포츠활성화에 기여하고자 노력하고 있습니다."
기타,기타,대구,달서구,2022 시각장애인 소셜댄스클럽,시각장애,매주 금 오후 4시,시각장애인 소셜댄스클럽
기타,,서울,종로구,종로구 시각장애인한궁동우회(서울시각스포츠연맹),시각장애,"매쥬 목,10시",시각장애인들의 모임으로 건강한 정신과 건강한 체력을 만들기 위해 클럽입니다.
기타,,서울,송파구,송파구 선인산악회,시각장애,매주 목 오전 9시,
기타,기타,경남,창원시마산합포구,무학트래킹,시각장애,매주토 오전10시,
기타,뉴스포츠,충남,예산군,(기금)2022년 예산뉴스포츠클럽,지적장애,매주 수 10:30~11:30,
기타,,서울,강서구,강서구 한궁연맹 동호인클럽,지체장애,매주금요일 오후 2시,
기타,특수체육,대전,유성구,우리동네 특수체육,지적장애,"월, 수 오전 10:30","다양하고 재미있는 특수체육활동을 통해 순발력과 유연성을 기르고, 코로나19로 인한 스트레스 및 긴장완화, 우울감 해소, 정서적 안정 및 건강한 자아상 형성에 큰 도움이 됩니다."
기타,빙상,경기,수원시,수원탑빙상클럽,지적장애,매주 토. 일 오전 7시,수원. 화성 지역 발달. 지적.청각장애 청소년 및 성인의 체력증진 및 사회성 발달을 위한 빙상 생활 클럽
기타,뉴스포츠,대구,남구,2022년 더불어뉴스포츠동호인클럽,지적장애,매주 월요일 오전 10시,참가자의 신체능력에 따라 그룹을 나누어 규칙적인 체육활동을 통해 기초체력을 향상시키고 생활습관병을 예방하여 삶의 질을 높이고 성취감을 통해 자신감을 향상시킨다.
기타,뉴스포츠,충남,예산군,2022년 예산 지적장애 뉴스포츠클럽,지적장애,매주 목요일 10시30분,안녕하세요 2022년 예산 지적장애 뉴스포츠 클럽 입니다.  예산군 지적장애인 분들에 많은참여와 관심 바랍니다.
기타,뉴스포츠,대구,동구,튼튼더불어 뉴스포츠 동호인클럽,지적장애,매주 화요일 오전 10시 ~ 11시,"뉴스포츠 활동을 통해 건전하고 알찬 여가시간을 보내고, 전문 체육지도자의 연계를 통해 체계적인 체육활동을 펼치고자 합니다~!"
기타,,서울,강서구,강서샬롬장애인야구동호회,지체장애,매주 월 오후 2시,장애인과 비장애인이 어울려 함께 운동을 하며 활동하는 동호회 입니다.
기타,낚시,경남,사천시,장애인 낚시 동아리 휠링피싱,지체장애,연중 2회,"정서적, 심리적 안정과 장애인의 도전의식 고취, 성취감 및 자립의지 향상을 위한 장애인 낚시 동아리 모임 휠링피싱."
기타,,경남,합천군,합천시각한궁동아리,시각장애,"매주 화, 오후 13시",
기타,,경남,합천군,합천시각쇼다운동아리,시각장애,"매주 목, 오후 13시",
기타,기타,경남,합천군,합천시각텐덤동아리,시각장애,매주 수 오후1시 ~ 3시,
기타,기타,서울,금천구,금천한궁클럽,지체장애,매주토요일 오후2시,지체장애인들의 기초체력 함양과 친목도모
기타,기타,부산,해운대구,아쿠아웨이브클럽,지적장애,매주 목 오후 3시,성인 지적장애인들의 수중활동으로 사회적 신체적으로 여가선용의 기회를 제공하고 장애인에 대한 비장애인의 이해증진을 통해 더불어 사는 사회분위기를 조성한다.
기타,등산,경남,통영시,통영이순신등산클럽,기타장애,매주 수 오후 1시,"선원출신 장애인과 비장애인(자원봉사자 및 활동지원사, 보호자 및 가족) 자율적이고 협동적인 자치활동을 통하여 스포츠 정신에 입각한 건설적인 발전을 추구함은 물론 상호간의 상부상조와 친목을 도모하며 장애인의 재활을 목적으로 한다."
